cabang,place_name,tanggal,ulasan,rating,sent_people,sent_physical_evidence,sent_place,sent_price,sent_process,sent_product,sent_promotion
8,Kopi Nako Ciracas,2 tahun lalu,"Seperti biasa, Nako ini terkenal dengan tempatnya yang luas dan banyak tempat duduknya ya, jadi pengunjung tidak kesusahan jika ingin dine in atau sekedar duduk-duduk sambil mengobrol.
Namun sangat disayangkan, di Nako ciracas ini menunya tidak semua available.. jadi kurang beragam makanan cemilannya.
Jika datang malam hari, saya sarankan pengunjung menggunakan celana panjang non gelap karena lumayan ada nyamuk.
Musolahnya ada, tetapi jujur kurang besar jadi agak tidak nyaman.
Smg beberapa hal yang saya tulis bisa menjadi evaluasi.
Thank you",4,0,-1,0,0,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"Kedai kopi Nako yg selalu punya ciri khas pada bangunanya, termasuk kopi nako ciracas. Area indoor dengan beberapa pohon peneduh yg cukup bikin adem, hanya sayang jarak antar kursi didalam agak sempit

Kopi latte juga cukup nikmat, menu meals dan snack cukup variatif, harga masih standar. Pelayanan baik dan cepat, wifi tersedia, parkir mobil dan motor ada",4,0,-1,1,0,1,1,0
8,Kopi Nako Ciracas,4 bulan lalu,"Lokasi lumayan bagus, parkir cukup tapi gak terlalu luas juga. Tempatnya dominan outdoor, kalo indoor nya sempit, jadi kalo indoor penuh (banyak yg nongkrong di indoor lamaa) agak kepanasan di luar cuaca siang. Toilet gaada kuncinya, musholla cukup. Makanan so so, untuk harga segitu harusnya bisa lebih lagi (bersaing dengan kafe dan resto lain), tapi kopi mayan enak dan pelayanan ramah. Mohon diupgrade lagi tempatnya supaya semua orang bisa nyaman. Soalnya ini bukan di bogor yg siangnya adem wkwk, jadi kurang cocok kalo dominan outdoor di jakarta yg panas. Thanks 🙏",3,1,-1,-1,-1,0,1,0
8,Kopi Nako Ciracas,setahun lalu,"Cocok datang pagi sambil ngopi santai. Kopi nya standar kopi nako. Nyaman diminum. Matcha latte oke, teh susu nya kurang nendang teh nya. Ada ruangan indoor dan outdoor. Parkiran mobil terbatas. Toilet bersih.",5,0,1,-1,0,0,-1,0
8,Kopi Nako Ciracas,2 tahun lalu,"Kemarin pagi ke sini, jadi customer pertama. Bahkan sampe jam 10 pagi pun belum ada customer lain hahaha not much to review, khas Kopi Nako yang enak dan harga lumayan terjangkau. Lokasinya di jalan kecil sih ya dan parkiran mobil terbatas juga.",5,0,0,-1,1,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Kopinya berasa banget! Untuk es coklat juga sesuai sama deskripsi yg ada. Untuk mix platter 3⭐/5, tortila keras banget snack minimarket.
Toiletnya rapih dan bersih, pemandangannya juga oke. Servicenya juga lumayan oke.
Untuk ngerjain tugas disini juga bisa, tersedia banyak colokan tapi kurang cocok kalo pake laptop dan tiba tiba ujan karna indoornya ga terlalu luas 🤷",5,0,-1,0,0,0,-1,0
8,Kopi Nako Ciracas,4 tahun lalu,"Alhamdulillah ada tempat ngopi dan jajan baru di dekat rumah. Menu nya enak enak, dan harga terjangkau, bisa pakai tunai dan debit card juga. Parkir luas, tempat duduk outdoor ada banyak, tp kalau lg siang, astagfirullah panas sekali dan tempat di indoor nya sedikit. Ada musholla di lt 2 dan toilet nya bersih. Staff nya ramah. Seru lah pokoknyaa",5,1,-1,1,1,0,1,0
8,Kopi Nako Ciracas,11 bulan lalu,"2 Bulan lalu udah ada review BAD SERVICE.
Kirain bakal ada pelajaran dan perubahan, gataunya sama aja BAD SERVICE.

Ada 3 orang crew yang seperti merendahkan teman” gw yang masih di ruangan reserved dengan menertawakan sambil melihat ke arah ruangan kaca. Gw liatin terus itu 3 orang sampe diem sampe kikuk sampe akhirnya buyar, 1 stay di tempat (rambut gondrong), 1 masuk pantri 1 ke depan.

Pemakaian tempat reserved, iya kita bilang sampe jam 4 untuk pemakaian.
Kita jam 4 belum selesai dan kita minta tambahan waktu, tapi dia bilang udah jam 4 karna ada yang reserved juga mau buka puasa. Sempat minta waktu 15menit. Tapi 15menit belum selesai, temen gw liat crewnya kaya merendahkan dengan kasih gesture jari menunjuk keluar dari luar kaca. Akhirnya gw paksa temen gw buat kita lanjutin di luar aja karna ga enak kan mau dipake tempatnya untuk buka puasa yang di reserved dan juga nih crew udah ngeliatin terus dari luar. Tapi klen tau apa? Kita stay sampe setengah 6 tapi ga ada 1 orang pun yang masuk ke tempat itu, WTH? WHY?

Jelas” ada order ice americano dan gw ada di depan congor mbanya dan di depan temen gw, sampe temen gw ingetin lagi buat order ice americano 1, malah disuruh cek bill ke temen gw sampe gw bolak balik kasir 2x, padahal billnya belom ada dikasih. Padahal tinggal minta maaf aja karna lupa input, malah melakukan hal yang ga penting.

Kami juga ada kesalahan dan tanpa disengaja, karna salah satu teman kami ada bawa casava chips, kami ditegur tapi kami langsung minta maaf dan tidak melanjutkan.

Tolong crewnya diajarin dengan baik, screening CV pas interview itu penting.

Berkali” ke NAKO, baru cabang ini aja yang bermasalah soal pelayanan.",1,-1,0,0,0,-1,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempatnya luas banyak bangku dsn colokan. Cocok buat hangout bersama teman-teman. Kopinya unik, tapi masih terlalu manis. Tempatnya over open space sih untuk saya yang termasuk introvert ini. Jadi para introvert mungkin bisa dipertimbangin lagi deh mending bawa temen sekalian hehe. Danke.",5,0,-1,0,0,0,-1,0
8,Kopi Nako Ciracas,2 minggu lalu,"Tempatnya indah sejuk, sy sudah 2x mampir kesini setiap habis dr pondok Alhamid",5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Ada outdoor dan indoor, suasananya lumayan tenang walau sound sysem agak kenceng. Kalau sudah malam, bagian indoornya banyak muncul nyamuk. Sebaiknya kedepan bisa diantisipasi biar membuat pengunjung nyaman.

Harga makanan dan minuman cukup fair, cuman menurut saya masih ada beberapa yang agak mahal. Kopinya enak dan makanannya porsinya cukup banyak. Pisang gorengnya enak banget.

Paling suka kopi durian dan arennya.",5,0,-1,0,-1,0,1,0
8,Kopi Nako Ciracas,setahun lalu,"Tempat nongkrong enak di daerah Ciracas.
Kalau datang ke sana siang-siang terasa sangat panas. Sedangkan ruangan indoor terbatas kursinya.
Saat saya numpang salat di mushola banyak sekali nyamuknya. *mungkin karena jarang dipakai :D
Semoga ada perbaikan ke depannya.",5,0,-1,0,0,0,0,0
8,Kopi Nako Ciracas,11 bulan lalu,"Saya reserved tempat dan dan order melebihi dari minimum payment (350rb) kami order sampai 500rb lebih itu saja ada yang belum terinput. Disaat mau konfirmasi malah di beri respon yang sangat ketus dan tidak mengenakan, bahkan disaat acara saja mendapat perlakuan yang sangat tidak menyenangkan. Karyawan cengangas cengenges tidak jelas seperti tidak ada attitude. Karyawan tidak ada inisiatif sama sekali, judes sekali. Kami pesan MATCHA malah DITERTAWAKAN, pesan AMERICANO TIDAK DIHIRAUKAN.",1,-1,0,0,0,-1,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Ramai tapi sepi. Tersembunyi dari ramainya lalu lintas jalanan arteri ibukota, tidak bisa dibayangkan kalau tempat ini tidak jauh dari terminal bus kampung rambutan.

Bagi yang membutuhkan suasana santai untuk berdiskusi dan menikmati secangkir (atau lebih) kopi di area jakarta timur dekat dari kampung rambutan, tepatnya di ciracas, bisa untuk datang ke kopi nako ciracas.

Tempat yang tersedia banyak bagi pengunjung yang akan datang. Perku jadi perhatian bahwa parkiran mobil terbatas, namun untuk parkiran motor tersedia lega.

Menu yang tersedia disini beragam untuk makanan dan juga minuman. Menu kopi atau non kopi ada disini",5,0,1,-1,0,0,0,0
8,Kopi Nako Ciracas,4 tahun lalu,"Coffeeshop aesthetic dengan tema industrial, harga makanan dan minuman cukup terjangkau (kurang lebih 20 - 30 ribu rupiah) dengan rasa yang enak.
Terdapat meja indoor dan outdoor yang luas, bersih, dan nyaman. Lokasi parkir tidak terlalu luas",5,0,1,-1,1,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempat ngopi paling cocok buat nongkrong. Bisa nongkrong sendiri atau rame2. Tempat duduk lumayan banyak dengan kursi pendek, jadi nyaman buat bersantai. Ada outdoor dan indor, cm kalo di lantai 2 rada gerah, kasih kek kipas angin biar lebih nyaman.",4,0,-1,0,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"pelayanannya bagus, apresiasi buat mba yang ada difoto ini baik banget, ada ibu bapak bawa anak kecil lagi ujann, mungkin abis cek keatas penuh/ gimana keliatannya sih ky mau gajadi terus mau keluar, tapi mba ini sigap banget manggil dan bawain meja kedalem ruangan yg ber ac krn emg masih lega bgt sih. bukan cuma itu, tp emang keliatan sigap bgt ky ngebersihin dll nya. Benerbener kagum bngt!!! mba semoga kebaikan dan rezeki mu selalu mengalir yaaa!!❤️❤️",5,1,1,0,0,1,0,0
8,Kopi Nako Ciracas,setahun lalu,"Tempat ini diantara Perkantoran pemerintahan sekolah, pemukiman dan pasar. Kesini sambil nunggu istri yang sedang Ujian di BKN. Untuk tempat sangat membantu sambil baca  dan ngerjain tugas kantor. Buat kerja dibagian dalam ber AC dan bagian Atas dekat Mushola pilihan yang dapat dipertimbangkan. Silahkan dicoba bila ada kesempatan",5,0,1,1,0,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempatnya seru ada indoor dan outdoor, ada live musiknya. Rasa makanan lumayan yaa, buat nongki2 with pacar atau temen oke juga.",5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"cozy bgt tempat nya, rasa kopi nya the best sih menurut ku & makanan nya jg worth it .. free wifi lg tanpa minimum order 🤩🤩",5,0,1,0,1,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempatnya lumayan luas dan nyaman, untuk harga juga affordable. Parkiran juga luas. Disarankan kesini sore/malem karena kalo siang panas bgt 🥲",5,0,-1,1,1,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Emang gak pernah gagal yah tempat nongkrongnya. Kopi yah udah gak perlu ditanyain yah.

Sejuk dan ijo banget gitu.",4,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"Lokasinya dekat dgn stasiun LRT utk suasananya lumayan banyak, parkiran utk yg bawa mbl mungkin sangat terbatas jd lbh rekomendasi pakai kendaraan roda 2",5,0,1,-1,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Kesini di jam makan siang , pilihan menunya kurang variatif untuk makanan tapi kalo untuk kopinya oke , termasuk sepi kalo fibanfingkan dg kopi nako yang di kalisari , pilihan menunya pun lebih banyak yg di kalisari sana daripada sini",3,0,0,0,0,0,-1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempat yg cukup nyaman untuk ngopi. harga masih relatif murah. pilih yg strong tp rasanya g strong2 bgt. ada indoor, ada outdoor. indoornya ber ac, tp sayang kurang musik. crofflenya enak, masih relatif murah untuk harga segitu. tempat parkirnya g bersahabat untuk mobil.",5,0,-1,-1,1,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"Untuk nasi gorengnya kurang ada rasa, kaya bumbunya ga merata dan bumbunga asin aja tapi kurang kerasa, untuk minuman nya juga biasa aja, yang strawberry kurang berasa strawberry seger nya",4,0,0,0,0,0,-1,0
8,Kopi Nako Ciracas,4 bulan lalu,"Parkir sempit, tidak ada usaha mencarikan parkir. Langsung ditolak. Ga butuh customer kayaknya.",1,-1,0,-1,0,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"Tempat ngopi paling bener di ciracas nako sih emang. Kalo kesini mesti pesen nasgornya si krn enak 🥰. Tapi kalo kesini lbh baik siang krn ga terlalu rame, kalo udah malem rame bgt",5,0,0,0,0,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempatnya bagus dan cukup luas dengan 3 lantai yg ada, untuk tempat parkir kendaraan masih kurang luas, makanan cukup enak dan bervariasi, cocok buat yang suka ngumpul bareng teman",5,0,1,-1,0,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempat yang cukup nyaman buat ngobrol / nongkrong.
Ada musholanya.
Music dimatikan saat adzan dan waktu sholat.
👍👍 …",5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,4 tahun lalu,"Tempatnya rada mirip mirip sama yang di depok cuman versi mininya, kurang luas tapi tempatnya bersih.

Dateng hari senin aja rame banget guys jadi kalo mau dateng, lebih baik dari sore sih supaya dapet tempat.",5,0,-1,0,0,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"udh bbrp x ksni slalu psn siganture kopinya mereka alias kopi gula aren, enak sih. tp gue bosen dan pgn cobain matcha nya krna biasanya klo ke coffeeshop yg agak mahal gw slalu pesen matcha krna sesuka itu sm matcha.

memberanikan diri pesen disini krna mungkin ya gmn sih rasa terburuk matcha? ternyata bneran buruk bgt. manis banget gak ketulungan sampe sekali sekali teguk udh gak diminum lagi lgsg gw tinggal aja disitu. akhirnya beli air mineral aja

inget ya gais, matcha itu PAHIT. klo ada manis pun manisnya gak kayak gitu juga kali. ini ampe gabisa keminum, gatau deh tuh ketumpahan gula apa gmn😅😅",4,0,0,0,0,0,-1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Rasa kopi capucino ice pas banget..gorengan pisang krispi coklat keju nya kerasa banget dgn taburan keju yang banyak. Kripik , kentang, ayam wings,ayam oaha yang gurih dengan cocolan sambel. Tahu goreng dengan sambel cabe rawit kecap yang pas..tempat duduk di lantai 2 enak buat nongkrong bareng temen temen buat nyemil ringan..lantai bawah sempet duduk untuk area no smoking , AC nya dingin bener. Rekomendasi buat nongkrong bareng teman teman dekat",5,0,1,0,0,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"Aneka kopi kekinian dihadirkan disini, selain itu vibes industrial ditonjolkan dan ruangan indoor dan outdoor dapat dipilih sesuai dengan kebutuhan. Terdapat lantai 2 juga apabila ruangan dibawah penuh.
Pembayaran bisa menggunakan berbagai metode baik cash atau digital.
Tempat parkir bisa muat beberapa mobil dan puluhan motor.
Biasanya ramai kalau sudah sore dan malam terutama di akhir pekan.",4,0,0,1,0,0,0,0
8,Kopi Nako Ciracas,10 bulan lalu,Ngopsan bareng mantan pacar dengan suasana yg adem ayem,5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"Tempatnya enak buat sekedar ngobrol sama sahabat/keluarga, kopi enak dan makanan ringan juga enak, harga reasonable. Tempat parkir mobil hanya muat 6-8 mobil.",4,0,1,-1,1,0,1,0
8,Kopi Nako Ciracas,3 tahun lalu,"rasa kopinya biasa aja, makanannya jg biasa aj. kemahalan dengan harga sgitu dan porsi yg dsajikan. tempatnya biasa aj, cuma kurang area yg terlindung dr hujan.",3,0,-1,0,-1,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Konsepnya masih sama kaya kopi nako dicabang lainnya tetapi untuk lahan parkirnya kurang luas, mayoritas parkiran dipake motor semua. Pertama kali kesini abis pulang kerja dan bawa mobil, parkirnya susah dan harus parkir di seberang mepet rumah orang. (Foto dari mobil terlampir)",4,0,0,-1,0,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"suasana nya sih enak, harga oke lah ..
cuma pelayanannya kurang oke. harus nya sedia kembalian lah, atau klo ga ada kembalian ya cafe yg ngalah jangan customer yg disuruh nyisahin duit nya di cafe, cepet kaya lu boss 😝",4,0,1,0,0,-1,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempat oke, cuman perbaiki lagi pelayanan sama kualitas rasa coffenya, sedikit beda dengan nako lainnya",4,0,1,0,0,-1,-1,0
8,Kopi Nako Ciracas,2 tahun lalu,"Ke sini karena nunggu suami SKD di BKN Ciracas, enak tempatnya, khas tempat ngopi kekinian. WiFi cepet. Harganya bagi aku agak pricey ya. After all, not bad.",3,0,1,0,-1,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Sedikit terganggu dengan teriakan anak2 yang melempar mainan dari atas kebawah. Ekspektasi ngopi itu cari ketenangan, ternyata failed, jangan disini kalo butuh quiet. Kopinya terlalu foamy untuk sejenis cappucino, harga standarlah.",4,0,-1,0,0,0,-1,0
8,Kopi Nako Ciracas,setahun lalu,Makanan minumannya enak cm kurang teliti aja,4,0,0,0,0,-1,0,0
8,Kopi Nako Ciracas,10 bulan lalu,"aaa baik banget baristanya, kopi aku jatuh diganti yang baru, huhu",5,1,0,0,0,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,"Tempat yg selalu ramai buat ngopi""..",4,0,0,0,0,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,Tempat nyaman buat nongkrong sambil ngopi2 & snek ringan juga ada.,5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,8 bulan lalu,Kopinya enak murah dan worth it bangett,5,0,0,0,1,0,1,0
8,Kopi Nako Ciracas,4 tahun lalu,"Tempat nya nyaman bangett terus cuma 5 menit dari rumah, akhirnya dapet tempat nugas baru di ciracas",5,0,1,1,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,Tempat nya nyaman Buat rame2,5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Tempat ok krn emg lbh byk ruangan outdoor nya dibanding indoor. Waktu itu group kami sktr 20-an orang gunakan indoor area dan ditambah beberapa tamu lain jd bs nampung sktr 30-an orang.

Klo ttg minuman dan cemilan nya ok lha. Pelayanan sangat baik, krn kami open bill dan orderan nya pun sesuai plus ga pakai lama. Excellent services.

Warga ciracas bangga nie dgn krhadiran kopi nako. Well i could saya this place is quiet place to relax near LRT Ciracas, East Jakarta.",5,0,1,1,0,1,1,0
8,Kopi Nako Ciracas,8 bulan lalu,bgus. tpi agak kecil dri kopinako cabang lain.,5,0,0,0,0,0,0,0
8,Kopi Nako Ciracas,11 bulan lalu,"Pelayanan tidak ramah, pelayannya judes , pesen matcha di ketawa²in. Tolong owner ajarin basic customer relation ke crewnya!  Kita spend hampir 600rb tapi pelayanan ga bagus sama sekali.",1,-1,0,0,0,0,0,0
8,Kopi Nako Ciracas,5 bulan lalu,"Suasana mantap syahdu & rindang, pelayanan kurang memuaskan... Pelayanan kurang...",4,0,1,0,0,-1,0,0
8,Kopi Nako Ciracas,10 bulan lalu,"Kopi hot nya ga hot, anget doang.. jadi kurang mantap
Di indoor, bangku rotan.. entah ada apa, tangan temenku langsung gatel2, memerah",4,0,-1,0,0,0,-1,0
8,Kopi Nako Ciracas,2 tahun lalu,"Kopinya lumayan enak, makanan lumayan.
Parkir bagus, dipisahkan antara mobil dan motor.",5,0,0,1,0,0,0,0
8,Kopi Nako Ciracas,4 tahun lalu,"Tempat bersih, parkiran dan area dine-in luas. Fasilitas cukup lengkap.",5,0,1,1,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Caffe bagus, konsepnya industrial, ada musholanya, lokasi Caffe gak jauh dari stasiun LRT Ciracas. Tapi untuk makanan keasinan, saya pesan nasi teriyaki waktu itu. Untuk rasa kopi standar lah, seperti di Caffe pada umumnya.",5,0,1,1,0,0,0,0
8,Kopi Nako Ciracas,2 tahun lalu,"Makanan agak mahal, porsinya dikit, suasana terlalu bising dgn music, musholla terlalu kecil",4,0,-1,0,-1,0,-1,0
8,Kopi Nako Ciracas,4 tahun lalu,"Cafe kekinian...tmpat'y lmyan bagus buat foto""...makanan dan minuman standar...",4,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,4 tahun lalu,"Vibesnya enak untuk nongkrong, fasilitasnya juga lengkap",5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Untuk semua nya udah okee.cuma minus nya di roti bakar beberapa kali beli roti bakar di nako, roti nya seperti tidak di bakar.untuk tingkat Mateng roti bakar ini belum bisa di sebut roti bakar. Trima kasih",5,0,0,0,0,0,-1,0
8,Kopi Nako Ciracas,setahun lalu,Tempat menenangkan diri dari berisiknya isi kepala :)),5,0,1,0,0,0,0,0
8,Kopi Nako Ciracas,3 tahun lalu,Seru untuk hangout bareng temen2 dan meetup untuk cerita hal lama,5,0,0,0,0,0,0,0
8,Kopi Nako Ciracas,setahun lalu,"Pelayan kurang sigap terhadap orang yang bawa anak dibanding dengan melayani anak sekolah,, terjadi di depan mata sendiri,, tidak ada inisiatif dari penjaga keamanan, struk harga tidak dikasih hanya struk dari pembayaran mesin edc",2,0,0,0,0,-1,0,0
8,Kopi Nako Ciracas,3 tahun lalu,Pelayanan cashier perempuan kurang ramah melayani seperti terburu buru padahal tidak ada antrian,1,-1,0,0,0,-1,0,0
8,Kopi Nako Ciracas,3 tahun lalu,tempat ningkrong yg kekinian di daerah Ciracar Jakarta Timur,5,0,1,0,0,0,0,0
