cabang,place_name,tanggal,ulasan,rating,sent_people,sent_physical_evidence,sent_place,sent_price,sent_process,sent_product,sent_promotion
1,Kopi Nako Cinere,4 bulan lalu,Apalagi ketemu baristanya lucu & helpful. Terbaik mas rizky & partner. Oia bola ubi nya enaaaak bgt,5,1,0,0,0,0,1,0
1,Kopi Nako Cinere,10 bulan lalu,"Walau tempatnya kecil tp rame terus. Parkirnya luas bgt.  Kopinya enak,
Harga bersahabat. Kopi 20an, snack2nya juga",5,0,-1,1,1,0,1,0
1,Kopi Nako Cinere,5 bulan lalu,"Tempat yang strategis, menu makanan jg oke, pelayanan baik",5,0,0,1,0,0,0,0
1,Kopi Nako Cinere,5 bulan lalu,"tempat ngadem andalan, makanan nya enak dan yang pastinya eskopi nako duren juara pokokna👍👍",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,3 tahun lalu,"Suka banget sama rasa signature kopinya, enak banget ya Allah. Pengen kesini lagi, suasananya enak sih kalo pas malem/sore gitu, kalo siang panas banget kalo mau dine in. Tempatnya bersih, area outdornya ada pohonnya, jadi lumayan rindang. Waiters sama baristanya ramah juga. Dan enaknya lagi ini sebrangan sama papa ramen, enak kalo mau beli kopi terus sekalian makan ramen disebrangnya hehe",5,1,-1,0,0,0,1,0
1,Kopi Nako Cinere,2 bulan lalu,"Pelayanan cepat, makanan lengkap",5,0,0,0,0,1,1,0
1,Kopi Nako Cinere,4 minggu lalu,"Dekat dari rumah, lokasi stategis, nyaman , ramah dan cepat pelayanannya",5,0,1,1,0,1,0,0
1,Kopi Nako Cinere,2 bulan lalu,"selalu nongkrong disini, cozy dan enak",5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,"Tempat sih oke, tapi harga termasuk mahal. Maklum lah saya biasa minum kopi sachetan. Next nya kalo saya mau nongkrong sama teman2 better cari warkop aja yg terjangkau. Yang penting Kumpul.",5,0,1,0,-1,0,0,0
1,Kopi Nako Cinere,setahun lalu,"Kopi nako emang gak diragukan lagi kopi susunya ...ditambah banyak cemilannya.
Ada minuman baru juga Mendadak kelapa, kolaborasi bersama Hydrococo.
Tadi order mangga coco dan coklat coco ternyata enak loh.",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,4 bulan lalu,Tempat ngopi yg enak sambil nunggu cuci mobil,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,"Kopi nako Cinere berada di karang tengah, tepatnya sebelah spbu karang tengah atau bekas tempat dudung roxy, tempatnya minimalis tapi oke, karna ada indoor dan outdoor nya, serta parking area yang luas... Mantaaap",4,0,1,1,0,0,0,0
1,Kopi Nako Cinere,3 bulan lalu,Tempat nya asik buat nongkrong dan kopi nya selalu pas 👌🏻,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,7 bulan lalu,"Makanannya enak bangett, terus cashier atas nama gania bnr bnr baikk plus ramaahhh",5,1,0,0,0,0,1,0
1,Kopi Nako Cinere,setahun lalu,"Kopi nako enak seperti biasanya hanya saja tempat kurang bersih outdoornya banyak nyamuk indoornya gerah saat kali ini saya datang dan ac bocor pun didiamkan saja sampai-sampai celana cust basah… untuk selain penyajian, staff kurang cepat tanggap sih",4,0,-1,0,0,-1,1,0
1,Kopi Nako Cinere,9 bulan lalu,"Sejuk bgt lokasinyaa karena banyak pohon dan tablenya nyamann, customer servicenya ramah bgt as usual, overall nice place!",5,1,1,0,0,0,0,0
1,Kopi Nako Cinere,10 bulan lalu,Untuk minuman dan makannya enak tempatnya enak buat nongkrong apalagi untuk pelayanannya sangat ramah terutama mas azis yang melayanin,5,1,1,0,0,0,1,0
1,Kopi Nako Cinere,9 bulan lalu,"Tempatnya comfy banget! Lokasi di pinggir jalan, gampang dicari! Good services dari Mba Melisa yang super ramah dan humble! Thankyou Mba Melisa dan Nako Cinere🫶🏻",5,1,1,1,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,"Nyaman untuk temu kangen sama temen ataupun pacar. Meskipun tempatnya ga sebesar yang di bogor, tapi ini recommended untuk nongkrong ☺",5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,setahun lalu,Cafe nya dkt SPBU dan gak terlalu besar. Lumayan panas disini krn cm ad area outdoor. Utk menu standart cafe yach. Hrg lumayan mahal...,4,0,-1,0,-1,0,0,0
1,Kopi Nako Cinere,4 tahun lalu,"Akhirnya saya mampir juga kesini, nyoba kopi kahlua, surprisingly enaaak banget, jadi inget baileys haha. Kopinya mild ga asam dan ga keras.",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,5 bulan lalu,"ga usah jauh jauh ke depok.
disekiran cinere udah ada.
cuma sayang hanya makanan ringan aja.
Padahal niat mau makan kwetiau dan sate taichan.

Mas dan mbak nya ramah ramah.",5,1,0,1,0,0,0,0
1,Kopi Nako Cinere,2 bulan lalu,Pricey... kalau lebih affordable yakin bisa makin rame.. so far coffee and matcha.latte oishikatta desu...,4,0,0,0,-1,0,1,0
1,Kopi Nako Cinere,4 tahun lalu,"Kopi nya sangat recomended, tempat nya cozy, seru buat kumpul bareng teman atau kekasih",5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,"So cozy untuk didatengin disore hari menuju malam. Tempatnya ada outdoor dan indoor. Indoor nya gk begitu banyak tempat. Outdoor nya lumayan banyak dan ademmmmmmmbgt krn dibawah pohon bgt tempat nya apalg kalo kesitu abis ujan hmmm mantep sih👍 kopi nya enak bgt toast nya jugaaaaaaaa wuhuuuuu but i cant say its categorize under cheap coffee, krn utk dua kopi dan satu toast abis 70k something yg agak kurang affordable utk semua kalangan, but the moment may be paid off with the price😉",5,0,-1,0,-1,0,1,0
1,Kopi Nako Cinere,seminggu lalu,Suasananya nyaman dan kopinya enak 🤙🏽,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,11 bulan lalu,Kopi lumayan tempat duduk ga cozy sih jadi ga betah ngopi nya wkwk.  wifi idk soalnya ga minta wifi,3,0,-1,0,0,0,0,0
1,Kopi Nako Cinere,2 minggu lalu,"Sangat bagus, pelayanan ramah, makanan nya enak",5,1,0,0,0,0,1,0
1,Kopi Nako Cinere,11 bulan lalu,Tempatnya nyaman dan enak kopinya juga enak saya suka apalagi kasirnya ramah,5,1,1,0,0,0,1,0
1,Kopi Nako Cinere,6 bulan lalu,"Qku gak ngerti deh, emang ad aya kopi se enak nako . Q ko belum nemu dari sekian banyak kopi. Nako tuh beda creamy nya pas, paitnya pas manisnya pas",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,2 bulan lalu,"Cozy, friendly, enak banget tempatnya buat nongkrong dan santay!!!",5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,5 tahun lalu,"Ga ekspektasi macem-macem pas kesini bareng sahabat masa kecil. Cuma mau numpang laptopan sembari nyeruput kopi. Tapi udah denger review dari temen, kopinya enak katanya. Yaudah karena penasaran, mampirlah kesini.

Pesen es kopi susu & kopi kalua, enak pisan euuy! Aroma dan racikan kopinya berasa beda deh, entah apa yang bikin beda. Nikmat sejak teguk pertama. Manisnya juga pas, ga kemanisan. Ga bikin tenggorokan sakit juga. Rasa kopi yang khas berpadu dengan susu yang harmonis sekali. Cuma sayang minus di camilannya yang terbatas, dan donatnya yang alot di tengah karena kayanya waktu restingnya kurang jadi ga fluffy donatnya. Overall nyaman dan enak nongkrong disini, rekomen deh!

Oya, baristanya juga ramah-ramah sekali penuh senyum. Pelayanannya paripurna. Daaan playlist lagunya dong, sungguh terlalu. Genre apa aja ada, darimulai lagu indie kaya Adhitia Sofyan, sampe Fourtwnty, lagu-lagu country, city pop, lagu yang lagi heits, you name it. Keren laaah yang ngemix playlistnya. Sukses terus Kopi Nako!",5,1,1,0,0,0,1,0
1,Kopi Nako Cinere,3 minggu lalu,"saya pecinta kopi nako hampir setiap hari di nako cinere tp sayang tempat teduhnya dikit kl hujan kebasahan walau ada atapnya diluar.pelayanannya sekarang bagus bagus ngak kaya dulu,, sayang menu rotinya udah ngak ada skrg,,😔padahal enak buat ngopi..karyawannya baik bgt karna setiap hari selalu ngopi disana jadi udah kenal semua .buat karyawannya semangat ya kalian udah berusaha berikan pelayanan yg terbaik buat pelanggan .. masukan buat kopi nako menu mknannya tolong dibanyakin dong sm kentang nugetnya kl bisa pilih yg terbaik lg ya.over all ok parkiran luas",5,1,-1,0,0,0,-1,0
1,Kopi Nako Cinere,2 bulan lalu,"Kopinya enak, cemilannya banyak. Tempatnya juga enak adem",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,2 bulan lalu,Mantap sekali dekat rumah ada toko kopi andalan 🙏🏻⭐️🙏🏻⭐️,5,0,0,1,0,0,0,0
1,Kopi Nako Cinere,2 minggu lalu,I love kopi nako! Mas rizky baik sekali!,5,1,0,0,0,0,0,0
1,Kopi Nako Cinere,sebulan lalu,Enaaak dan proper jugaa tempatnya,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,10 bulan lalu,"Kopinya enak,engga terlalu pahit,creami🥰, pelayanannya ramah bernama rizky",5,1,0,0,0,0,1,0
1,Kopi Nako Cinere,setahun lalu,"Tempatnya enak buat nongkrong dan nyaman buat santai, makanannya enak Es Kopi Nako & donat siram perpaduan yg mantap",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,3 tahun lalu,"Numpang kerja sebentar ya.. hehe.
Tempat enak nyaman, musik on terus. Lokasi strategis",5,0,1,1,0,0,0,0
1,Kopi Nako Cinere,2 bulan lalu,Tempat nya enak banget buat nongkrong,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,6 bulan lalu,"Mantapppp!
Kopi Daur Baurnya first time cobain dan surprisingly enak banget! Nongki disini bareng temen kerjaan, asik juga.",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,3 bulan lalu,Kopiiiinyaa enaaakk,4,0,0,0,0,0,1,0
1,Kopi Nako Cinere,10 bulan lalu,Pelayanannya sangat baik minuman dan makanannya enak apalagi pelayanan dari mas azis sangat ramah,5,1,0,0,0,0,1,0
1,Kopi Nako Cinere,sebulan lalu,Tempatnya enak kopinya enak. Strategis. Enak buat hangout,5,0,1,1,0,0,1,0
1,Kopi Nako Cinere,6 bulan lalu,"pelayanan ramah, nyaman untuk ngobrol bareng teman",5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,3 bulan lalu,TEMPAT NYA SANGAT NYAMAN DAN STAFF NYA RAMAH,5,1,1,0,0,0,0,0
1,Kopi Nako Cinere,4 bulan lalu,Kopi Nako Durian nya good enak banget rasanya gw sampai nagih hampir tiap minggu kesini 👍👍👍👍👍,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,3 tahun lalu,"Perdana ke sini...
Tempanya nyaman iaa..
Cozyyyy banget lah..
Dan pelayanan nya cepet bangetttt...",5,0,1,0,0,1,0,0
1,Kopi Nako Cinere,2 bulan lalu,Buat nyorein enak ini tempat..kopi nako cinere👍,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,sebulan lalu,Nyobain Mendadak Matchanya,4,0,0,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,Tempatnya cozy. Harga kopi standar. Variasi lumayan. Ada cemilannya juga. Pelayanna cepat.  Enak utk nongkrong nunggu macet.,4,0,1,0,0,1,0,0
1,Kopi Nako Cinere,5 bulan lalu,"Setiap lewat sini, selalu kegoda beli es kopi Nako yg rasa kahlua, .. The Best deeehh 👏🏼👏🏼👏🏼👏🏼",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,9 bulan lalu,"kopinya mantep, makanannya mantul dan tempatnya asikk. mantaplah",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,3 tahun lalu,"Salah satu kopi enak ini, rasanya konsisten disetiap cabangnya.",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,2 bulan lalu,"pelit gaboleh numpang ngecas motor padahal charger 88v 6a, saya berani bayar juga tetep gaboleh",1,0,0,0,0,-1,0,0
1,Kopi Nako Cinere,4 bulan lalu,"tempat nyaman dan sejuk, makanan enak dan pelayanan baik",5,0,1,0,0,1,1,0
1,Kopi Nako Cinere,setahun lalu,"kopi nya enak bangett, langganan ngopi pagi” tempatnya adem",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,4 tahun lalu,"Ruang terbuka, cozy, tapi kursi terlalu berdekatan, hot coffee tapi kurang hot;))",4,0,-1,0,0,0,-1,0
1,Kopi Nako Cinere,6 bulan lalu,"Tempatnya oke buat santai, mas masnya juga sabar baik dan murah senyum sekali.",5,1,1,0,0,0,0,0
1,Kopi Nako Cinere,setahun lalu,Random jalan jalan. Ngeliat ada nako langsung berhenti.,5,0,0,0,0,0,0,0
1,Kopi Nako Cinere,2 bulan lalu,Tempatnya enak buat ngobrol,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,9 bulan lalu,"Ramah, bersih, OK d smua nya",4,0,1,0,0,0,0,0
1,Kopi Nako Cinere,sebulan lalu,Tempat nya bagus nyaman pelayanan cepat dan ramah,5,1,1,0,0,1,0,0
1,Kopi Nako Cinere,4 bulan lalu,"Over all tempatnya enak, pinggir jalan, gampang di akses",5,0,1,1,0,0,0,0
1,Kopi Nako Cinere,9 bulan lalu,Spacenya kecil tp untungnya sepi waktu dtg. Space outdoor yg beratap tidak banyak dan waktu itu penuh terpaksa hujan2an (untungnya LAGI gerimis aja).,4,0,-1,0,0,0,0,0
1,Kopi Nako Cinere,5 bulan lalu,"suasana kafe nya enak, comfy, pelayannya ramah, kopi dan makanannya enak👍🏻👍🏻👍🏻👍🏻👏🏻👏🏻👏🏻",5,1,1,0,0,0,1,0
1,Kopi Nako Cinere,setahun lalu,GOOD KOPI NAKO GULA AREN BEST BANGET,5,0,0,0,0,0,0,0
1,Kopi Nako Cinere,9 bulan lalu,Suka banget sama donut siramnya..favorite..kopsusnya juga enak..kalo fav anakku susu daur baur..cab cinere good service..good luck,5,0,0,0,0,1,1,0
1,Kopi Nako Cinere,5 bulan lalu,Tempat nya nyaman minuman nya enak pelayanan ramah,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,10 bulan lalu,"Tempatnya enak, kopinya juga banyak menunya. Makasih kak Melisa yang udah bagus ngasih pelayanannya. Bakal kesini lagi besok2.",5,1,0,0,0,0,0,0
1,Kopi Nako Cinere,setahun lalu,"kopinya enak, tempatnya nyaman buat ngopi ganteng,",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,3 bulan lalu,Pelayanan dn tempat baik,5,0,1,0,0,1,0,0
1,Kopi Nako Cinere,2 bulan lalu,Enak dan tempatnya bagus👍,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,Tempat enak bener buat nongkrong outdoor lhooo! Pesen ice chocolate nya - super tasty👍😋,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,5 tahun lalu,"Tempatnya kecil tapi lumayanlah.
Rasa kopinya hampir sama dg yg lain.",3,0,-1,0,0,0,0,0
1,Kopi Nako Cinere,7 bulan lalu,Great place to hangout. Rasa kopi nya mantap dan patut untuk di coba. Tidak kalah dengan yg lain,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,9 bulan lalu,"tempat nongki langganan, dilayani ramah sama mbak melisa",5,1,0,0,0,0,0,0
1,Kopi Nako Cinere,9 bulan lalu,"Minuman dan makanannya enak, tempatnya nyaman ber Ac. Pelayanannya ramah apalagi dengan ka FAUZUL. Terima kasih !!!!",5,1,1,0,0,0,1,0
1,Kopi Nako Cinere,setahun lalu,Tempat nya sangat nyaman dan rasa kopi nya mantappp,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,10 bulan lalu,Rasa kopi enak apalagi cappucinonya 👍,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,3 bulan lalu,Es krim dan kopinya enak banget 😍,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,3 bulan lalu,Pelayanan baik,5,0,0,0,0,1,0,0
1,Kopi Nako Cinere,setahun lalu,Kopi nya enaaakkk... deket kantor jugaaa. Niceeee!,5,0,0,1,0,0,1,0
1,Kopi Nako Cinere,4 bulan lalu,"Pelayanan nya ramah ramah banget, suasana tempat nya enak juga 😊
Rasa kopi nya lumayanlah 😁",5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,"es kopi sayang rasanya enak,pelayanan ramah sekali,cepat pelayanan nya",5,0,0,0,0,1,1,0
1,Kopi Nako Cinere,setahun lalu,tempatnya nyaman dan rasa kopinya enakkk,5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,sebulan lalu,Tempat nya cozy dan friendly!❤️,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,setahun lalu,kopi disini rasanya enak dijamin ketagihan kalian,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,3 bulan lalu,tempatnya asikk!! cocok buat wfc🫰🏻,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,10 bulan lalu,"Minuman dan cemilannya enak, lokasi sangat strategis dipinggir jalan. Pelayanan sangat ramah, mudah, cepat dan informatif",5,0,0,1,0,1,1,0
1,Kopi Nako Cinere,setahun lalu,"Bbrp visit belinya: nakopresso; eskopsus; setrong - semuanya nampol 👏🏻

Tp bisa kalii perbaikan attitude;
Niat gitu manggil utk pick up;
Udah jadi jgn dianggurin aj, reminder kna bisa, sok sibuk amat ❗
Gw beli, byr pake uang asli, uang gw sdiri yaahh

So maybe d last visit I made ever 🤷🏻‍♀️",3,-1,0,0,0,0,1,0
1,Kopi Nako Cinere,11 bulan lalu,Tempat ngonkrong paling favorit 🤍,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,setahun lalu,"Service selalu lambat. Hari ini paling parah. Pesen makanan nggak jadi-jadi. Ternyata paa ditanya, orangnya baru tahu gas kompor abis. Harus nunggu lagi jadinya. Parah",1,0,0,0,0,-1,0,0
1,Kopi Nako Cinere,2 tahun lalu,"Kopi susu dan matcha enak. Lokasi satu tempat dengan bengkel, sebelahan dengan pom bensin",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,11 bulan lalu,"Tempatnya emang pewe deh, udah jadi langganan.
Tapi crew yang sekarang agak2 no attitude ntah ada masalah apa.
Tolong diperbaiki service nya",2,-1,1,0,0,-1,0,0
1,Kopi Nako Cinere,2 tahun lalu,"(+)
1. Kopinya lumayan
2. Tempat juga cukup nyaman

(-)
1. Karyawati 2 orang (1 hijaber, 1 non hijab) yang melayani pagi ini kurang ramah. Saya bertanya wifinya kenapa tidak bisa konek, yang non hijab jawab dengan ketus ""ini dipake bisa kok!"", sambil berlalu.
2. Pasang musik terlalu kencang seperti di club. Begitu minta dikecilkan suaranya langsung jutek.",2,-1,-1,0,0,0,0,0
1,Kopi Nako Cinere,10 bulan lalu,"Tempat, makanan, ambience dan layanan nya super asikkk apalagi kalo baristanya melisa! Super luv",5,0,1,0,0,1,1,0
1,Kopi Nako Cinere,4 tahun lalu,"Tempatnya nyaman, kopinya enak, suasana sore harinya nyaman. 👍 …",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,setahun lalu,enak dijadikan tempat nongkrong outdoor,4,0,1,0,0,0,0,0
1,Kopi Nako Cinere,7 bulan lalu,"Kopinya enak, pelayanannya ramah, nako bona cinere the best lah",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,4 tahun lalu,"Tempat utk nongkrong cakep design industrial, kopinya enak..",5,0,1,0,0,0,1,0
1,Kopi Nako Cinere,4 bulan lalu,Aku suka cirengnya,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,setahun lalu,"Dipeluk keteduhan pohon Ketapang Kecana, Kopi Nako Cinere bisa jadi pilihan menyenangkan untuk minum atau membeli kopi.  Tempatnya nyaman. Pelayanan yg ramah dan cepat plus Baristanya ok. Anda harus mencobanya",5,1,1,0,0,1,0,0
1,Kopi Nako Cinere,4 tahun lalu,"Tempatnya menjadi satu dengan area bengkel mobil, tempatnya tidak terlalu besar, area tempat duduk nya juga tidak besar cenderung sempit. Untuk yang goweser disini tidak menyediakan tempat untuk parkir sepeda, jam buka tertera jam 8 pagi namun terkadang buka lebih dari jam tersebut karena pegawainya hanya 2 orang saja. Parkiran mobil cukup besar dan motor juga cukup luas. Toilet hanya satu  campur karyawan dan untuk pengunjung juga.",5,0,-1,-1,0,-1,0,0
1,Kopi Nako Cinere,2 tahun lalu,"Ambience nya enak, cuma agak panas aja indor ac gak dinyalain..  service nya musti diperbaiki lagi terutama cara staff melayani customer, kayak gak pernah diajarin sama manajemen.. gak ada ramah nya sama sekali... mbak-mbak yg agak gemuk judes bgt kita mau beli kopi kayak minta gratisan, ditanya menu jawabnya ketus..",2,-1,-1,0,0,-1,0,0
1,Kopi Nako Cinere,10 bulan lalu,"Salah satu yang konsisten, coffee shop lain beberapa sudah gugur rasanya. Kopi nako se-trong 👍 …",5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,4 tahun lalu,"Sdh menjadi pakem yg wajib bagi pengusaha kuliner, khususnya kedai kopi kekinian, mendekorasi kedai spy instagramable tapi kadang ga memperhatikan kebutuhan konsumen. Bukan soal rasa makanan/minuman yg dijual, bukan pula soal pelayanan tapi soal bangunan dgn designnya. Sesuai dgn namanya Kopi Nako, nako adalah nama jendela kaca, kaca nako. Menarik, unik, ventilasi udara sangat baik krn hampir gunakan kaca nako dgn dinding bata yg minimalis & sdh pasti instagramable. Kebetulan saya mampir u/ ngopi & hujan. Meja kursi u/ tamu outdoor basah semua, tidak ada payung☔ atau kanopi yg membuat tamu2nya bisa ngopi+ngudud di outdoor tanpa basah kehujanan/kepqnasan. Sdgkan di dlm tidak boleh merokok. Alamak! Mana nikmat ngopi tanpa ngudud? Akhirnya saya terpaksa duduk di dpn loket order spy bisa sruput kopi+ngudud tanpa kuyup, meski ttp kena tampiasan hujan. Semoga hal ini bisa disikapi & direspon secara positif, krn seindah apapun design suatu bangunan jika tak ada fungsi yg signifikan dari bangunan tsb, sia2. Sayang kan kalau makanan & minuman yg dijajakan rasanya lezat & nikmat tapi sulit menikmatinya krn tempat yg disediakan ga melindungi dari hujan & panas. Mohon maaf jika kurang berkenan & terima kasih. 🙏🙏🙏",3,0,-1,0,0,0,0,0
1,Kopi Nako Cinere,3 tahun lalu,"Pas kesini siang2, agak panas smntra seat didalam terbatas, tapi instagrammable sih hehehe",4,0,-1,0,0,0,0,0
1,Kopi Nako Cinere,9 bulan lalu,Tempat cukup Nyaman dan parkiran Luas..Tanks KA #Rizki atas pelayanan nya,5,0,1,1,0,1,0,0
1,Kopi Nako Cinere,6 bulan lalu,Lokasi di dalam area bengkel.,3,0,0,0,0,0,0,0
1,Kopi Nako Cinere,setahun lalu,Biasa aja rasa kopinya dan tempatnya yg kecil,3,0,0,0,0,0,0,0
1,Kopi Nako Cinere,3 bulan lalu,"Sangat memuaskan,",5,0,0,0,0,0,0,0
1,Kopi Nako Cinere,3 bulan lalu,tempat nya bersih,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,2 bulan lalu,Enak dan cozy,5,0,1,0,0,0,0,0
1,Kopi Nako Cinere,2 tahun lalu,"Di dalam area bengkel dan car wash. Pelayanan baik, ramah. Kopi nya bukan selera. Tapi minuman lainnya enak. Makanan, rata2. Parkir dalam area bengkel dan casr wash. Agak membingungkan.",5,1,0,-1,0,0,0,0
1,Kopi Nako Cinere,5 bulan lalu,kopi enak..sy pesan hot capuccino,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,9 bulan lalu,Nyaman banget tempat nya,4,0,1,0,0,0,0,0
1,Kopi Nako Cinere,5 bulan lalu,Kopi buahnya enak,5,0,0,0,0,0,1,0
1,Kopi Nako Cinere,5 tahun lalu,Tempat asik untuk nongkrong sangat nyaman outdoor maupun indoor fasilitas lengkap harga juga sangat terjangkau,5,0,1,0,1,0,0,0
1,Kopi Nako Cinere,4 tahun lalu,"Es kopi setrongnya beneran setrong, dengan ada sedikit asem dr biji kopi yg dipakai.",5,0,0,0,0,0,0,0
1,Kopi Nako Cinere,3 bulan lalu,"Tempatnya asik buat nongkrong,",5,0,1,0,0,0,0,0
